day,symbol,time_utc,price,bias,line_val,sma14,close_break_pct,neck_chg_pct,span,sma25,sma99,dist_ma99_pct,sma200,dist_ma200_pct,sma200_slope_pct,entry,reclaim_3,pnl_15m,pnl_30m,pnl_1h,pnl_2h,pnl_4h,pnl_8h,pnl_12h,sma200_15,dist_ma200_15m_pct
2026-08-01,KOMA/USDT,2026-08-01 10:30,0.031841,24.04,0.032621,0.031565,3.8,10.67,19,0.030278,0.027912,14.08,0.026669,19.39,3.447,0.031847,True,12.770433635821274,21.433730021666086,22.203033252739665,23.82956008415236,20.93132791157723,54.98163092284987,49.392407448111285,,
2026-08-01,KOMA/USDT,2026-08-01 11:00,0.025021,24.04,0.033604,0.030115,26.12,10.67,19,0.030262,0.028151,-11.12,0.026769,-6.53,3.039,0.025031,False,-0.9388358435539893,1.018736766409659,0.9388358435540032,5.217530262474538,27.3900363549199,45.39970436658544,34.54516399664417,,
2026-08-01,MMT/USDT,2026-08-01 07:35,0.2108,11.25,0.214146,0.2114,1.75,2.97,13,0.206628,0.198452,6.22,0.198981,5.94,-1.729,0.2109,False,2.7975343764817526,3.31910858226648,0.6638217164533012,6.875296348980566,9.90990990990991,10.099573257468,10.052157420578471,,
2026-08-01,ON/USDT,2026-08-01 17:20,0.26661,11.04,0.277461,0.266557,4.05,3.52,13,0.262487,0.246308,8.24,0.250146,6.58,0.198,0.26651,False,-1.9436418896101315,-1.4220854752166747,3.309444298525402,4.39383137593336,4.566432779257819,-5.68083749202656,-5.969757232374011,,
2026-08-01,ON/USDT,2026-08-01 22:15,0.26642,18.33,0.277526,0.270277,5.22,8.24,16,0.261555,0.259293,2.75,0.251017,6.14,0.427,0.26649,False,0.596645277496334,0.09005966452775638,-0.018762430109945775,-2.7393147960523745,-4.052684903748725,-4.360388757551886,-3.726218619835639,,
2026-08-01,PUMP/USDT,2026-08-01 05:25,0.002218,6.87,0.002238,0.002219,1.04,2.34,16,0.002198,0.002117,4.76,0.002107,5.24,1.033,0.002218,False,0.6762849413886304,0.6311992786294014,1.3976555455365094,0.45085662759242684,1.8935978358881846,2.7953110910730383,4.824165915238949,,
2026-08-01,PUMP/USDT,2026-08-01 05:55,0.002204,6.87,0.002257,0.00222,2.72,2.34,16,0.002207,0.002125,3.73,0.002112,4.34,1.051,0.002203,False,0.31774852473899506,0.7262823422605518,1.180208806173399,-0.04539264639127095,1.2256014525646897,2.360417612346798,5.401724920562876,,
2026-08-01,UAI/USDT,2026-08-01 06:25,0.3932,5.09,0.393016,0.389414,0.95,0.03,19,0.390648,0.383954,2.41,0.380896,3.23,0.024,0.3933,True,-0.27968471904398423,0.9916094584286701,-0.6102212051868836,0.940757691329769,0.0,-10.017798118484615,-26.341215357233672,,
2026-08-01,UAI/USDT,2026-08-01 11:30,0.4051,6.65,0.428757,0.403836,6.05,4.36,7,0.396872,0.391521,3.47,0.385737,5.02,0.599,0.4051,True,-4.393976795852871,-4.912367316711917,-11.725499876573682,-17.427795606023203,1.3576894593927438,-23.673167119229817,-30.807208096766235,,
2026-08-01,UAI/USDT,2026-08-01 14:25,0.4327,21.63,0.476944,0.469714,11.12,-0.52,9,0.4655,0.415121,4.23,0.398976,8.45,2.746,0.433,False,0.43879907621247405,1.1547344110854514,7.505773672055422,-1.0392609699769062,-14.757505773672058,-21.963048498845268,-23.60277136258661,,
