symbol,time_utc,horizon,bars,entry,exit,pnl_pct,pnl_at_signal_close,mfe_pct,mae_pct,bias
BMT/USDT,2026-08-09 21:55,15m,3,0.03424,0.03422,0.05841121495326865,0.08759124087591896,3.3002336448598104,2.6869158878504593,66.26
BMT/USDT,2026-08-09 21:55,30m,6,0.03424,0.03472,-1.4018691588785084,-1.3722627737226223,3.3002336448598104,4.293224299065418,66.26
BMT/USDT,2026-08-09 21:55,1h,12,0.03424,0.03501,-2.248831775700934,-2.2189781021897717,3.3002336448598104,4.293224299065418,66.26
BMT/USDT,2026-08-09 21:55,2h,24,0.03424,0.03302,3.5630841121495296,3.5912408759124137,11.945093457943926,4.293224299065418,66.26
CYS/USDT,2026-08-09 11:55,15m,3,0.9597,0.9363,2.4382619568615165,2.428095039599832,3.0738772533083223,1.594248202563299,19.22
CYS/USDT,2026-08-09 11:55,30m,6,0.9597,0.9733,-1.4171095133896068,-1.427678199249692,4.136709388350522,2.261123267687825,19.22
CYS/USDT,2026-08-09 11:55,1h,12,0.9597,0.9947,-3.6469730123997115,-3.6577740725302235,4.136709388350522,6.085234969261228,19.22
CYS/USDT,2026-08-09 11:55,2h,24,0.9597,0.9495,1.0628321350421994,1.0525218841183825,7.262686256121703,6.887569031989169,19.22
CYS/USDT,2026-08-09 11:55,4h,48,0.9597,0.9726,-1.344170053141609,-1.3547311379741571,7.262686256121703,6.887569031989169,19.22
CYS/USDT,2026-08-09 11:55,8h,96,0.9597,1.1153,-16.213400020839842,-16.225510629428925,7.262686256121703,17.557570073981463,19.22
CYS/USDT,2026-08-09 11:55,12h,144,0.9597,1.0861,-13.170782536209238,-13.182576073363908,7.262686256121703,37.45962279879128,19.22
CYS/USDT,2026-08-09 23:10,15m,3,1.174,1.1815,-0.6388415672913171,-0.6131312271140336,2.0357751277683165,2.376490630323683,25.51
CYS/USDT,2026-08-09 23:10,30m,6,1.174,1.23,-4.770017035775132,-4.743251298646009,2.0357751277683165,4.92333901192505,25.51
BEAT/USDT,2026-08-09 03:55,15m,3,2.782,2.924,-5.10424155283968,-5.179856115107919,2.048885693745505,5.31991373112869,19.87
BEAT/USDT,2026-08-09 03:55,30m,6,2.782,2.896,-4.09777138749101,-4.1726618705036005,2.048885693745505,5.895039539899359,19.87
BEAT/USDT,2026-08-09 03:55,1h,12,2.782,2.959,-6.362329259525524,-6.43884892086332,2.048885693745505,7.943925233644864,19.87
BEAT/USDT,2026-08-09 03:55,2h,24,2.782,3.123,-12.257368799424881,-12.338129496402892,2.048885693745505,12.508986340762037,19.87
BEAT/USDT,2026-08-09 03:55,4h,48,2.782,3.247,-16.71459381739755,-16.79856115107914,2.048885693745505,17.757009345794383,19.87
BEAT/USDT,2026-08-09 03:55,8h,96,2.782,3.254,-16.96621135873472,-17.05035971223022,2.048885693745505,22.933141624730403,19.87
BEAT/USDT,2026-08-09 03:55,12h,144,2.782,3.4,-22.21423436376707,-22.302158273381302,2.048885693745505,24.01150251617542,19.87
BEAT/USDT,2026-08-09 14:30,15m,3,3.266,3.308,-1.285976729944881,-1.285976729944881,0.030618493570112978,1.5921616656460518,9.72
BEAT/USDT,2026-08-09 14:30,30m,6,3.266,3.309,-1.3165952235150076,-1.3165952235150076,0.030618493570112978,2.3576240048989576,9.72
BEAT/USDT,2026-08-09 14:30,1h,12,3.266,3.426,-4.898958971218621,-4.898958971218621,0.030618493570112978,5.633802816901413,9.72
BEAT/USDT,2026-08-09 14:30,2h,24,3.266,3.505,-7.317819963257804,-7.317819963257804,0.030618493570112978,8.634415186772811,9.72
BEAT/USDT,2026-08-09 14:30,4h,48,3.266,3.618,-10.77770973668095,-10.77770973668095,0.030618493570112978,13.196570728720147,9.72
BEAT/USDT,2026-08-09 14:30,8h,96,3.266,3.852,-17.942437232088178,-17.942437232088178,0.030618493570112978,19.014084507042252,9.72
BEAT/USDT,2026-08-09 17:10,15m,3,3.537,3.559,-0.621996041843377,-0.621996041843377,1.6398077466779708,0.9047215154085391,13.56
BEAT/USDT,2026-08-09 17:10,30m,6,3.537,3.65,-3.194797851286401,-3.194797851286401,1.6398077466779708,3.64715860899067,13.56
BEAT/USDT,2026-08-09 17:10,1h,12,3.537,3.655,-3.3361605880689815,-3.3361605880689815,1.6398077466779708,4.523607577042696,13.56
BEAT/USDT,2026-08-09 17:10,2h,24,3.537,3.694,-4.438789934973142,-4.438789934973142,1.6398077466779708,5.569691829233816,13.56
BEAT/USDT,2026-08-09 17:10,4h,48,3.537,3.742,-5.79587220808595,-5.79587220808595,1.6398077466779708,7.29431721798134,13.56
BEAT/USDT,2026-08-09 21:40,15m,3,3.739,3.737,0.053490238031553346,0.08021390374331855,1.2570205937416343,0.42792190425247434,13.92
BEAT/USDT,2026-08-09 21:40,30m,6,3.739,3.782,-1.1500401176785278,-1.122994652406412,1.2570205937416343,1.6314522599625552,13.92
BEAT/USDT,2026-08-09 21:40,1h,12,3.739,3.877,-3.6908264241775854,-3.663101604278063,1.2570205937416343,3.9582776143353877,13.92
BEAT/USDT,2026-08-09 21:40,2h,24,3.739,3.927,-5.028082374966574,-4.999999999999996,1.2570205937416343,6.418828563787114,13.92
BEAT/USDT,2026-08-09 23:15,15m,3,3.817,3.913,-2.515064186533918,-2.515064186533918,1.3099292638197606,3.2224259889965885,14.77
BEAT/USDT,2026-08-09 23:15,30m,6,3.817,3.899,-2.148283992664392,-2.148283992664392,1.3099292638197606,4.244170814776,14.77
IOTX/USDT,2026-08-09 00:35,15m,3,0.002626,0.002684,-2.2086824067022213,-2.2086824067022213,0.07616146230006976,2.437166793602447,10.22
IOTX/USDT,2026-08-09 00:35,30m,6,0.002626,0.003239,-23.343488194973354,-23.343488194973354,0.07616146230006976,30.921553693830933,10.22
IOTX/USDT,2026-08-09 00:35,1h,12,0.002626,0.003709,-41.24143183549125,-41.24143183549125,0.07616146230006976,44.8971820258949,10.22
IOTX/USDT,2026-08-09 00:35,2h,24,0.002626,0.003818,-45.39223153084541,-45.39223153084541,0.07616146230006976,53.76999238385377,10.22
IOTX/USDT,2026-08-09 00:35,4h,48,0.002626,0.003421,-30.27418126428028,-30.27418126428028,0.07616146230006976,53.76999238385377,10.22
IOTX/USDT,2026-08-09 00:35,8h,96,0.002626,0.003366,-28.17974105102819,-28.17974105102819,0.07616146230006976,53.76999238385377,10.22
IOTX/USDT,2026-08-09 00:35,12h,144,0.002626,0.002908,-10.738766184310744,-10.738766184310744,0.07616146230006976,53.76999238385377,10.22
IOTX/USDT,2026-08-09 02:20,15m,3,0.003731,0.003818,-2.3318145269364856,-2.3318145269364856,2.3586169927633334,4.181184668989544,60.04
IOTX/USDT,2026-08-09 02:20,30m,6,0.003731,0.003761,-0.8040739748056842,-0.8040739748056842,2.3586169927633334,4.449209327258106,60.04
IOTX/USDT,2026-08-09 02:20,1h,12,0.003731,0.003455,7.39748056821227,7.39748056821227,9.193245778611631,5.655320289466638,60.04
IOTX/USDT,2026-08-09 02:20,2h,24,0.003731,0.003287,11.900294827124094,11.900294827124094,13.428035379254895,5.655320289466638,60.04
IOTX/USDT,2026-08-09 02:20,4h,48,0.003731,0.003458,7.317073170731703,7.317073170731703,16.885553470919323,5.655320289466638,60.04
IOTX/USDT,2026-08-09 02:20,8h,96,0.003731,0.003046,18.359689091396405,18.359689091396405,20.3162690967569,5.655320289466638,60.04
IOTX/USDT,2026-08-09 02:20,12h,144,0.003731,0.003026,18.89573840793353,18.89573840793353,23.74698472259448,5.655320289466638,60.04
MUBARAK/USDT,2026-08-09 00:45,15m,3,0.0157,0.01555,0.9554140127388477,0.9554140127388477,1.9108280254776955,0.12738853503186406,7.52
MUBARAK/USDT,2026-08-09 00:45,30m,6,0.0157,0.01581,-0.700636942675175,-0.700636942675175,2.0382165605095484,1.2738853503184857,7.52
MUBARAK/USDT,2026-08-09 00:45,1h,12,0.0157,0.01588,-1.146496815286622,-1.146496815286622,2.0382165605095484,3.7579617834394923,7.52
MUBARAK/USDT,2026-08-09 00:45,2h,24,0.0157,0.01604,-2.1656050955414017,-2.1656050955414017,2.0382165605095484,3.7579617834394923,7.52
MUBARAK/USDT,2026-08-09 00:45,4h,48,0.0157,0.01645,-4.777070063694272,-4.777070063694272,2.0382165605095484,5.095541401273899,7.52
MUBARAK/USDT,2026-08-09 00:45,8h,96,0.0157,0.01818,-15.796178343949066,-15.796178343949066,2.0382165605095484,27.388535031847148,7.52
MUBARAK/USDT,2026-08-09 00:45,12h,144,0.0157,0.01914,-21.91082802547772,-21.91082802547772,2.0382165605095484,33.5031847133758,7.52
MUBARAK/USDT,2026-08-09 01:15,15m,3,0.01581,0.01614,-2.087286527514234,-2.087286527514234,0.4427577482605984,3.036053130929777,7.52
MUBARAK/USDT,2026-08-09 01:15,30m,6,0.01581,0.01588,-0.44275774826057646,-0.44275774826057646,0.4427577482605984,3.036053130929777,7.52
MUBARAK/USDT,2026-08-09 01:15,1h,12,0.01581,0.0162,-2.4667931688804425,-2.4667931688804425,0.6957621758380926,3.036053130929777,7.52
MUBARAK/USDT,2026-08-09 01:15,2h,24,0.01581,0.01589,-0.5060088551549665,-0.5060088551549665,0.6957621758380926,3.352308665401639,7.52
MUBARAK/USDT,2026-08-09 01:15,4h,48,0.01581,0.01711,-8.222643896268178,-8.222643896268178,0.6957621758380926,8.981657179000617,7.52
MUBARAK/USDT,2026-08-09 01:15,8h,96,0.01581,0.01964,-24.22517394054396,-24.22517394054396,0.6957621758380926,26.75521821631877,7.52
MUBARAK/USDT,2026-08-09 01:15,12h,144,0.01581,0.01866,-18.026565464895626,-18.026565464895626,0.6957621758380926,32.574320050600875,7.52
MUBARAK/USDT,2026-08-09 04:15,15m,3,0.01621,0.01626,-0.3084515731030317,-0.24660912453761927,0.801974090067848,0.6785934608266655,6.97
MUBARAK/USDT,2026-08-09 04:15,30m,6,0.01621,0.01645,-1.4805675508945135,-1.4180024660912518,0.801974090067848,1.7890191239975453,6.97
MUBARAK/USDT,2026-08-09 04:15,1h,12,0.01621,0.01711,-5.552128315854421,-5.487053020961788,0.801974090067848,6.292412091301666,6.97
MUBARAK/USDT,2026-08-09 04:15,2h,24,0.01621,0.01766,-8.945095619987661,-8.877928483353886,0.801974090067848,16.90314620604567,6.97
MUBARAK/USDT,2026-08-09 04:15,4h,48,0.01621,0.01829,-12.831585441085764,-12.762022194821224,0.801974090067848,23.380629241209142,6.97
MUBARAK/USDT,2026-08-09 04:15,8h,96,0.01621,0.01928,-18.9389265885256,-18.865598027127007,0.801974090067848,29.302899444787172,6.97
MUBARAK/USDT,2026-08-09 04:15,12h,144,0.01621,0.02235,-37.8778531770512,-37.79284833538841,0.801974090067848,39.235040098704516,6.97
MUBARAK/USDT,2026-08-09 07:55,15m,3,0.01789,0.01791,-0.11179429849077242,-0.167785234899322,1.8446059250978224,3.3538289547233084,24.61
MUBARAK/USDT,2026-08-09 07:55,30m,6,0.01789,0.01828,-2.179988820570159,-2.237136465324391,1.8446059250978224,5.0307434320849715,24.61
MUBARAK/USDT,2026-08-09 07:55,1h,12,0.01789,0.01933,-8.049189491335945,-8.109619686800894,1.8446059250978224,8.552263834544439,24.61
MUBARAK/USDT,2026-08-09 07:55,2h,24,0.01789,0.01897,-6.036892118501962,-6.096196868008953,1.8446059250978224,17.160424818334263,24.61
MUBARAK/USDT,2026-08-09 07:55,4h,48,0.01789,0.01961,-9.614309670206815,-9.675615212527958,1.8446059250978224,17.160424818334263,24.61
MUBARAK/USDT,2026-08-09 07:55,8h,96,0.01789,0.02191,-22.470653996646167,-22.53914988814317,1.8446059250978224,26.15986584684181,24.61
MUBARAK/USDT,2026-08-09 07:55,12h,144,0.01789,0.02388,-33.482392397987695,-33.55704697986576,1.8446059250978224,44.15874790385691,24.61
MUBARAK/USDT,2026-08-09 10:50,15m,3,0.01961,0.01932,1.4788373278939246,1.5290519877675748,2.2947475777664406,3.1616522182560045,28.65
MUBARAK/USDT,2026-08-09 10:50,30m,6,0.01961,0.0189,3.6206017338092753,3.6697247706421936,4.028556858745533,3.1616522182560045,28.65
MUBARAK/USDT,2026-08-09 10:50,1h,12,0.01961,0.0196,0.050994390617030046,0.10193679918450145,4.028556858745533,3.1616522182560045,28.65
MUBARAK/USDT,2026-08-09 10:50,2h,24,0.01961,0.01818,7.29219785823558,7.339449541284387,7.955124936257006,3.1616522182560045,28.65
MUBARAK/USDT,2026-08-09 10:50,4h,48,0.01961,0.02,-1.9887812340642606,-1.936799184505616,7.955124936257006,6.221315655277931,28.65
MUBARAK/USDT,2026-08-09 10:50,8h,96,0.01961,0.02372,-20.958694543600217,-20.897043832823666,7.955124936257006,31.514533401325863,28.65
MUBARAK/USDT,2026-08-09 10:50,12h,144,0.01961,0.02583,-31.71851096379398,-31.651376146788994,7.955124936257006,38.500764915859264,28.65
MUBARAK/USDT,2026-08-09 18:05,15m,3,0.0248,0.02497,-0.685483870967742,-0.7667473769168651,2.4999999999999964,1.9758064516129068,37.45
MUBARAK/USDT,2026-08-09 18:05,30m,6,0.0248,0.0248,0.0,-0.08071025020177233,2.4999999999999964,1.9758064516129068,37.45
MUBARAK/USDT,2026-08-09 18:05,1h,12,0.0248,0.02382,3.9516129032257994,3.874092009685226,7.137096774193552,1.9758064516129068,37.45
MUBARAK/USDT,2026-08-09 18:05,2h,24,0.0248,0.02318,6.532258064516129,6.4568200161420535,10.483870967741929,1.9758064516129068,37.45
MUBARAK/USDT,2026-08-09 18:05,4h,48,0.0248,0.02668,-7.580645161290321,-7.66747376916868,10.483870967741929,9.51612903225807,37.45
MUBARAK/USDT,2026-08-09 18:35,15m,3,0.02479,0.02372,4.316256555062517,4.354838709677409,6.171843485276321,0.4437273093989471,37.45
MUBARAK/USDT,2026-08-09 18:35,30m,6,0.02479,0.02382,3.9128680919725642,3.9516129032257994,7.099636950383224,0.4437273093989471,37.45
MUBARAK/USDT,2026-08-09 18:35,1h,12,0.02479,0.02305,7.018959257765221,7.056451612903218,10.447761194029844,0.4437273093989471,37.45
MUBARAK/USDT,2026-08-09 18:35,2h,24,0.02479,0.02397,3.307785397337627,3.346774193548377,10.447761194029844,0.4437273093989471,37.45
MUBARAK/USDT,2026-08-09 18:35,4h,48,0.02479,0.02521,-1.6942315449778145,-1.6532258064516154,10.447761194029844,9.560306575231952,37.45
MUBARAK/USDT,2026-08-09 23:00,15m,3,0.0254,0.02524,0.6299212598425213,0.7081038552321127,0.9448818897637821,0.9842519685039378,29.47
MUBARAK/USDT,2026-08-09 23:00,30m,6,0.0254,0.02531,0.3543307086614166,0.4327301337529601,1.1417322834645613,1.6141732283464594,29.47
BLUAI/USDT,2026-08-09 01:10,15m,3,0.021371,0.022389,-4.763464507978092,-4.719363891487369,0.1263394319404928,5.975387206962708,13.44
BLUAI/USDT,2026-08-09 01:10,30m,6,0.021371,0.021727,-1.6658088063263237,-1.623012160898036,1.2680735576248205,7.3089700996677625,13.44
BLUAI/USDT,2026-08-09 01:10,1h,12,0.021371,0.021762,-1.8295821440269477,-1.786716557530404,2.681203500070191,7.3089700996677625,13.44
BLUAI/USDT,2026-08-09 01:10,2h,24,0.021371,0.02222,-3.9726732487950915,-3.9289055191768028,2.681203500070191,7.3089700996677625,13.44
BLUAI/USDT,2026-08-09 01:10,4h,48,0.021371,0.024999,-16.976276262224506,-16.92703461178672,2.681203500070191,17.6594450423471,13.44
BLUAI/USDT,2026-08-09 01:10,8h,96,0.021371,0.016931,20.775817696878946,20.809167446211404,21.594684385382063,29.090824013850547,13.44
BLUAI/USDT,2026-08-09 01:10,12h,144,0.021371,0.018663,12.67137709980816,12.708138447146869,24.1027560713116,29.090824013850547,13.44
PUMP/USDT,2026-08-09 08:10,15m,3,0.002489,0.002477,0.48212133386901806,0.5220883534136542,0.6026516673362725,0.24106066693450903,5.8
PUMP/USDT,2026-08-09 08:10,30m,6,0.002489,0.002468,0.8437123342707815,0.8835341365461802,1.1651265568501386,0.24106066693450903,5.8
PUMP/USDT,2026-08-09 08:10,1h,12,0.002489,0.002504,-0.6026516673362899,-0.5622489959839407,1.1651265568501386,1.5267175572519194,5.8
PUMP/USDT,2026-08-09 08:10,2h,24,0.002489,0.002538,-1.9686621132985134,-1.9277108433734886,1.1651265568501386,2.1695460024106157,5.8
PUMP/USDT,2026-08-09 08:10,4h,48,0.002489,0.002536,-1.8883085576536829,-1.8473895582329332,1.1651265568501386,3.3748493370831785,5.8
PUMP/USDT,2026-08-09 08:10,8h,96,0.002489,0.002652,-6.548814785054237,-6.506024096385535,1.1651265568501386,10.325431900361604,5.8
PUMP/USDT,2026-08-09 08:10,12h,144,0.002489,0.002719,-9.240658899156296,-9.19678714859438,1.1651265568501386,10.325431900361604,5.8
PUMP/USDT,2026-08-09 08:40,15m,3,0.002468,0.002508,-1.6207455429497433,-1.6207455429497433,0.0405186385737493,2.1069692058346825,5.8
PUMP/USDT,2026-08-09 08:40,30m,6,0.002468,0.002504,-1.4586709886547815,-1.4586709886547815,0.0405186385737493,2.390599675850892,5.8
PUMP/USDT,2026-08-09 08:40,1h,12,0.002468,0.002504,-1.4586709886547815,-1.4586709886547815,0.0405186385737493,2.390599675850892,5.8
PUMP/USDT,2026-08-09 08:40,2h,24,0.002468,0.002543,-3.0388978930307933,-3.0388978930307933,0.0405186385737493,3.1604538087520235,5.8
PUMP/USDT,2026-08-09 08:40,4h,48,0.002468,0.002596,-5.186385737439207,-5.186385737439207,0.0405186385737493,5.632090761750397,5.8
PUMP/USDT,2026-08-09 08:40,8h,96,0.002468,0.002682,-8.670988654781189,-8.670988654781189,0.0405186385737493,11.264181523500811,5.8
PUMP/USDT,2026-08-09 08:40,12h,144,0.002468,0.002701,-9.440842787682321,-9.440842787682321,0.0405186385737493,11.264181523500811,5.8
PUMP/USDT,2026-08-09 14:50,15m,3,0.00269,0.002709,-0.7063197026022274,-0.7437709185570864,0.22304832713754383,1.4126394052044549,10.03
PUMP/USDT,2026-08-09 14:50,30m,6,0.00269,0.002684,0.22304832713754383,0.18594272963926353,0.2602230483271398,1.4126394052044549,10.03
PUMP/USDT,2026-08-09 14:50,1h,12,0.00269,0.002677,0.48327137546468363,0.4462625511342454,2.1561338289962944,1.4126394052044549,10.03
PUMP/USDT,2026-08-09 14:50,2h,24,0.00269,0.00267,0.7434944237918235,0.7065823726292273,2.1561338289962944,1.4126394052044549,10.03
PUMP/USDT,2026-08-09 14:50,4h,48,0.00269,0.002695,-0.1858736059479478,-0.2231312755671227,2.1561338289962944,1.4126394052044549,10.03
PUMP/USDT,2026-08-09 14:50,8h,96,0.00269,0.002714,-0.8921933085501753,-0.9297136481963499,2.1561338289962944,1.7472118959107708,10.03
PUMP/USDT,2026-08-09 20:20,15m,3,0.00271,0.002697,0.47970479704797014,0.47970479704797014,0.6273062730627338,0.03690036900367893,6.08
PUMP/USDT,2026-08-09 20:20,30m,6,0.00271,0.002695,0.5535055350553599,0.5535055350553599,1.0332103321033301,0.03690036900367893,6.08
PUMP/USDT,2026-08-09 20:20,1h,12,0.00271,0.002659,1.8819188191882015,1.8819188191882015,2.8782287822878367,0.03690036900367893,6.08
PUMP/USDT,2026-08-09 20:20,2h,24,0.00271,0.002718,-0.2952029520295114,-0.2952029520295114,2.8782287822878367,0.5904059040590389,6.08
PUMP/USDT,2026-08-09 20:50,15m,3,0.002695,0.002655,1.4842300556586312,1.4842300556586312,1.5584415584415563,0.18552875695733692,5.75
PUMP/USDT,2026-08-09 20:50,30m,6,0.002695,0.002659,1.3358070500927646,1.3358070500927646,2.3376623376623424,0.18552875695733692,5.75
PUMP/USDT,2026-08-09 20:50,1h,12,0.002695,0.002662,1.224489795918369,1.224489795918369,2.3376623376623424,0.18552875695733692,5.75
PUMP/USDT,2026-08-09 20:50,2h,24,0.002695,0.002714,-0.705009276437845,-0.705009276437845,2.3376623376623424,1.224489795918369,5.75
PUMP/USDT,2026-08-09 21:20,15m,3,0.002659,0.002679,-0.7521624670928941,-0.7521624670928941,0.22564874012786493,0.8649868371568266,5.75
PUMP/USDT,2026-08-09 21:20,30m,6,0.002659,0.002662,-0.11282437006393246,-0.11282437006393246,0.22564874012786493,0.8649868371568266,5.75
PUMP/USDT,2026-08-09 21:20,1h,12,0.002659,0.002718,-2.218879277924033,-2.218879277924033,0.22564874012786493,2.5197442647611967,5.75
PUMP/USDT,2026-08-09 21:20,2h,24,0.002659,0.002681,-0.8273787138021769,-0.8273787138021769,0.22564874012786493,2.5949605114704797,5.75
BLESS/USDT,2026-08-09 08:50,15m,3,0.013704,0.012975,5.319614711033266,5.319614711033266,8.45008756567425,2.721833041447753,8.2
BLESS/USDT,2026-08-09 08:50,30m,6,0.013704,0.012889,5.947168709865731,5.947168709865731,8.45008756567425,2.721833041447753,8.2
BLESS/USDT,2026-08-09 08:50,1h,12,0.013704,0.013686,0.1313485113835298,0.1313485113835298,8.45008756567425,2.721833041447753,8.2
BLESS/USDT,2026-08-09 08:50,2h,24,0.013704,0.014126,-3.0793928779918307,-3.0793928779918307,8.45008756567425,4.028021015761825,8.2
BLESS/USDT,2026-08-09 08:50,4h,48,0.013704,0.013101,4.400175131348507,4.400175131348507,8.45008756567425,4.028021015761825,8.2
BLESS/USDT,2026-08-09 08:50,8h,96,0.013704,0.01233,10.026269702276696,10.026269702276696,10.887332165791,4.028021015761825,8.2
BLESS/USDT,2026-08-09 08:50,12h,144,0.013704,0.012315,10.13572679509632,10.13572679509632,13.375656742556915,4.028021015761825,8.2
BANK/USDT,2026-08-09 13:55,15m,3,0.04304,0.04235,1.6031598513011225,1.6031598513011225,2.1375464684014966,0.2788104089219217,18.48
BANK/USDT,2026-08-09 13:55,30m,6,0.04304,0.04255,1.1384758364312366,1.1384758364312366,2.2304832713754705,0.2788104089219217,18.48
BANK/USDT,2026-08-09 13:55,1h,12,0.04304,0.04228,1.7657992565055847,1.7657992565055847,4.43773234200744,0.2788104089219217,18.48
BANK/USDT,2026-08-09 13:55,2h,24,0.04304,0.04133,3.973048327137554,3.973048327137554,4.5771375464684,0.2788104089219217,18.48
BANK/USDT,2026-08-09 13:55,4h,48,0.04304,0.04001,7.039962825278821,7.039962825278821,8.666356877323429,0.2788104089219217,18.48
BANK/USDT,2026-08-09 13:55,8h,96,0.04304,0.03991,7.272304832713757,7.272304832713757,8.666356877323429,0.2788104089219217,18.48
BTW/USDT,2026-08-09 01:05,15m,3,0.20397,0.20399,-0.009805363533849216,-0.009805363533849216,0.6030298573319649,1.3972643035740508,17.34
BTW/USDT,2026-08-09 01:05,30m,6,0.20397,0.19937,2.255233612786204,2.255233612786204,2.843555424817375,1.3972643035740508,17.34
BTW/USDT,2026-08-09 01:05,1h,12,0.20397,0.20305,0.45104672255724076,0.45104672255724076,3.5446389174878723,1.3972643035740508,17.34
BTW/USDT,2026-08-09 01:05,2h,24,0.20397,0.20676,-1.3678482129724894,-1.3678482129724894,4.588910133843215,5.088983674069715,17.34
BTW/USDT,2026-08-09 01:05,4h,48,0.20397,0.20662,-1.2992106682355178,-1.2992106682355178,4.588910133843215,5.088983674069715,17.34
BTW/USDT,2026-08-09 01:05,8h,96,0.20397,0.17222,15.566014609991665,15.566014609991665,27.77369220963867,9.550424081972837,17.34
BTW/USDT,2026-08-09 01:05,12h,144,0.20397,0.18852,7.574643329901464,7.574643329901464,27.77369220963867,9.550424081972837,17.34
BTW/USDT,2026-08-09 03:30,15m,3,0.20548,0.20964,-2.024527934592173,-1.9798608746412367,0.5158652910258932,2.097527739926031,15.83
BTW/USDT,2026-08-09 03:30,30m,6,0.20548,0.2105,-2.443060151839594,-2.398209855523661,0.5158652910258932,3.202258127311662,15.83
BTW/USDT,2026-08-09 03:30,1h,12,0.20548,0.20468,0.38933229511387735,0.4329425499829751,0.783531243916683,3.202258127311662,15.83
BTW/USDT,2026-08-09 03:30,2h,24,0.20548,0.20806,-1.2555966517422614,-1.2112662353456205,2.5939264161962243,3.202258127311662,15.83
BTW/USDT,2026-08-09 03:30,4h,48,0.20548,0.18384,10.531438582830441,10.570608551831493,13.86022970605412,8.74537667899553,15.83
BTW/USDT,2026-08-09 03:30,8h,96,0.20548,0.17188,16.351956394782942,16.388578099917304,28.30445785477905,8.74537667899553,15.83
BTW/USDT,2026-08-09 03:30,12h,144,0.20548,0.20526,0.10706638115631592,0.15080021403901578,28.30445785477905,8.74537667899553,15.83
BTW/USDT,2026-08-09 08:15,15m,3,0.18642,0.18463,0.9601974037120554,0.9176773639583647,3.1058899259736026,0.6222508314558494,14.36
BTW/USDT,2026-08-09 08:15,30m,6,0.18642,0.17342,6.973500697350075,6.9335623054631395,7.080785323463141,0.6222508314558494,14.36
BTW/USDT,2026-08-09 08:15,1h,12,0.18642,0.18373,1.442978221220898,1.4006654502522278,12.02660658727604,0.6222508314558494,14.36
