symbol,time_utc,horizon,bars,entry,exit,pnl_pct,pnl_at_signal_close,mfe_pct,mae_pct,bias
MMT/USDT,2026-08-09 07:00,2h,24,0.2275,0.2191,3.6923076923077005,3.734622144112482,3.9999999999999987,3.5164835164835075,14.87
MMT/USDT,2026-08-09 07:00,4h,48,0.2275,0.2181,4.13186813186814,4.173989455184538,7.208791208791207,3.5164835164835075,14.87
MMT/USDT,2026-08-09 07:00,8h,96,0.2275,0.22,3.2967032967032996,3.3391915641476255,7.208791208791207,3.5164835164835075,14.87
MMT/USDT,2026-08-09 07:00,12h,144,0.2275,0.2166,4.7912087912088,4.8330404217926235,7.208791208791207,3.5164835164835075,14.87
MMT/USDT,2026-08-09 07:30,15m,3,0.23,0.2307,-0.3043478260869471,-0.3916449086161811,0.9130434782608776,0.7826086956521723,14.87
MMT/USDT,2026-08-09 07:30,30m,6,0.23,0.2271,1.2608695652173973,1.1749347258485674,3.0434782608695676,0.7826086956521723,14.87
MMT/USDT,2026-08-09 07:30,1h,12,0.23,0.2292,0.34782608695653167,0.2610966057441328,3.0434782608695676,2.391304347826077,14.87
MMT/USDT,2026-08-09 07:30,2h,24,0.23,0.2147,6.652173913043481,6.570931244560488,8.217391304347826,2.391304347826077,14.87
MMT/USDT,2026-08-09 07:30,4h,48,0.23,0.2142,6.869565217391307,6.7885117493472595,8.217391304347826,2.391304347826077,14.87
MMT/USDT,2026-08-09 07:30,8h,96,0.23,0.2172,5.56521739130435,5.483028720626631,8.217391304347826,2.391304347826077,14.87
MMT/USDT,2026-08-09 07:30,12h,144,0.23,0.2136,7.130434782608694,7.04960835509138,8.217391304347826,2.391304347826077,14.87
龙虾/USDT,2026-08-09 02:05,15m,3,0.024651,0.024881,-0.9330250294105759,-0.9002798166997849,0.8884020932213722,0.9614214433491588,9.29
龙虾/USDT,2026-08-09 02:05,30m,6,0.024651,0.024994,-1.3914242829905463,-1.3585303540289488,0.8884020932213722,2.0283152813273317,9.29
龙虾/USDT,2026-08-09 02:05,1h,12,0.024651,0.025227,-2.336619204089084,-2.3034186301147614,0.8884020932213722,2.766622043730486,9.29
龙虾/USDT,2026-08-09 02:05,2h,24,0.024651,0.024689,-0.1541519613808764,-0.12165943468915519,0.8884020932213722,2.7787919354184476,9.29
龙虾/USDT,2026-08-09 02:05,4h,48,0.024651,0.02441,0.9776479655997653,1.009773307920026,1.9958622368260897,2.7787919354184476,9.29
龙虾/USDT,2026-08-09 02:05,8h,96,0.024651,0.02041,17.204170216218404,17.231031266474712,47.68974889456817,15.666707232972296,9.29
龙虾/USDT,2026-08-09 02:05,12h,144,0.024651,0.019096,22.534582775546635,22.559714505859937,47.68974889456817,15.666707232972296,9.29
龙虾/USDT,2026-08-09 03:40,15m,3,0.024748,0.024929,-0.731372232099566,-0.7395134567202745,0.4000323258445062,1.462744464199132,7.41
龙虾/USDT,2026-08-09 03:40,30m,6,0.024748,0.024715,0.13334410861483073,0.12527277135698608,0.5980281234847213,1.462744464199132,7.41
龙虾/USDT,2026-08-09 03:40,1h,12,0.024748,0.024718,0.12122191692257467,0.11314959993534408,1.5475998060449245,1.462744464199132,7.41
龙虾/USDT,2026-08-09 03:40,2h,24,0.024748,0.025095,-1.4021335057378377,-1.410328942051235,2.379990302246643,1.6203329561984892,7.41
龙虾/USDT,2026-08-09 03:40,4h,48,0.024748,0.017399,29.69532891546791,29.689646811605915,47.894779376111195,15.213350573783742,7.41
龙虾/USDT,2026-08-09 03:40,8h,96,0.024748,0.018629,24.72523032164215,24.71914652873192,47.894779376111195,15.213350573783742,7.41
龙虾/USDT,2026-08-09 03:40,12h,144,0.024748,0.018317,25.985938257636974,25.979956356582885,47.894779376111195,15.213350573783742,7.41
龙虾/USDT,2026-08-09 19:35,15m,3,0.021649,0.02183,-0.8360663310083474,-0.8407243163340637,0.5727747240057396,1.6582752090165742,11.74
龙虾/USDT,2026-08-09 19:35,30m,6,0.021649,0.022377,-3.362741928033625,-3.367516629711754,0.7529216130075289,3.7230357060372192,11.74
龙虾/USDT,2026-08-09 19:35,1h,12,0.021649,0.02243,-3.6075569310360613,-3.612342941611225,0.7529216130075289,4.392812601043914,11.74
龙虾/USDT,2026-08-09 19:35,2h,24,0.021649,0.023203,-7.17816065407178,-7.183111603843314,0.7529216130075289,8.443808028084437,11.74
龙虾/USDT,2026-08-09 19:35,4h,48,0.021649,0.021703,-0.24943415400248736,-0.25406504065040414,1.7275624740172884,9.65402559009653,11.74
龙虾/USDT,2026-08-09 22:40,15m,3,0.022775,0.02256,0.944017563117453,0.9048581217605258,0.9879253567508212,0.9264544456641026,15.38
龙虾/USDT,2026-08-09 22:40,30m,6,0.022775,0.022652,0.540065861690457,0.5007467275762232,1.0757409440175574,2.1339187705817797,15.38
龙虾/USDT,2026-08-09 22:40,1h,12,0.022775,0.021787,4.338090010976945,4.300272335939562,6.5861690450054935,2.1339187705817797,15.38
ON/USDT,2026-08-09 08:45,15m,3,0.35632,0.3602,-1.0889088459811391,-1.0662177328844067,0.8222945666816467,1.8522676246070933,12.67
ON/USDT,2026-08-09 08:45,30m,6,0.35632,0.36055,-1.1871351594072619,-1.1644219977553276,1.4762011674899085,2.071171980242478,12.67
ON/USDT,2026-08-09 08:45,1h,12,0.35632,0.36008,-1.055231252806462,-1.0325476992143705,3.022563987427032,2.071171980242478,12.67
ON/USDT,2026-08-09 08:45,2h,24,0.35632,0.36853,-3.4266951055231245,-3.403479236812579,3.022563987427032,4.7709923664122025,12.67
ON/USDT,2026-08-09 08:45,4h,48,0.35632,0.40145,-12.665581499775467,-12.640291806958468,3.022563987427032,14.944431971261777,12.67
ON/USDT,2026-08-09 08:45,8h,96,0.35632,0.36193,-1.574427480916016,-1.5516273849607125,3.022563987427032,18.19151324651998,12.67
ON/USDT,2026-08-09 08:45,12h,144,0.35632,0.37757,-5.9637404580152635,-5.939955106621779,3.022563987427032,18.19151324651998,12.67
ON/USDT,2026-08-09 09:15,15m,3,0.36052,0.35097,2.6489515144790863,2.657051726528908,4.152335515366688,0.18861644291579216,12.67
ON/USDT,2026-08-09 09:15,30m,6,0.36052,0.36008,0.1220459336513913,0.130356399944521,4.152335515366688,0.2607344946188828,12.67
ON/USDT,2026-08-09 09:15,1h,12,0.36052,0.3565,1.1150560301786374,1.1232838718624318,4.152335515366688,0.2607344946188828,12.67
ON/USDT,2026-08-09 09:15,2h,24,0.36052,0.40135,-11.325307888605343,-11.316044931354876,4.152335515366688,13.605347830910903,12.67
ON/USDT,2026-08-09 09:15,4h,48,0.36052,0.41477,-15.047708864972822,-15.038136180834849,4.152335515366688,16.81460113169866,12.67
ON/USDT,2026-08-09 09:15,8h,96,0.36052,0.35993,0.16365250194163414,0.17195950630979168,4.152335515366688,16.81460113169866,12.67
ON/USDT,2026-08-09 09:15,12h,144,0.36052,0.3751,-4.044158437812044,-4.035501317431703,4.152335515366688,16.81460113169866,12.67
ON/USDT,2026-08-09 12:25,15m,3,0.39629,0.40165,-1.3525448535163722,-1.3525448535163722,0.5400085795755571,2.954906760200863,20.81
ON/USDT,2026-08-09 12:25,30m,6,0.39629,0.40773,-2.8867748366095554,-2.8867748366095554,0.5400085795755571,3.325847233086887,20.81
ON/USDT,2026-08-09 12:25,1h,12,0.39629,0.39276,0.8907618158419284,0.8907618158419284,5.014004895404881,6.270660374977931,20.81
ON/USDT,2026-08-09 12:25,2h,24,0.39629,0.3555,10.29296727144263,10.29296727144263,12.167856872492363,6.270660374977931,20.81
ON/USDT,2026-08-09 12:25,4h,48,0.39629,0.36408,8.127886143985457,8.127886143985457,12.167856872492363,6.270660374977931,20.81
ON/USDT,2026-08-09 12:25,8h,96,0.39629,0.36798,7.143758358777664,7.143758358777664,12.167856872492363,6.270660374977931,20.81
XAN/USDT,2026-08-09 05:50,15m,3,0.015279,0.015388,-0.7133974736566625,-0.7133974736566625,1.9634792852935397,0.9621048497938431,8.16
XAN/USDT,2026-08-09 05:50,30m,6,0.015279,0.015425,-0.9555599188428582,-0.9555599188428582,1.9634792852935397,0.9817396426467756,8.16
XAN/USDT,2026-08-09 05:50,1h,12,0.015279,0.015763,-3.167746580273579,-3.167746580273579,1.9634792852935397,3.8418744682243764,8.16
XAN/USDT,2026-08-09 05:50,2h,24,0.015279,0.016768,-9.745402186006954,-9.745402186006954,1.9634792852935397,9.810851495516737,8.16
XAN/USDT,2026-08-09 05:50,4h,48,0.015279,0.017563,-14.948622292034816,-14.948622292034816,1.9634792852935397,18.057464493749585,8.16
XAN/USDT,2026-08-09 05:50,8h,96,0.015279,0.017241,-12.841154525819753,-12.841154525819753,1.9634792852935397,36.35054650173442,8.16
XAN/USDT,2026-08-09 05:50,12h,144,0.015279,0.019392,-26.91930100137444,-26.91930100137444,1.9634792852935397,36.35054650173442,8.16
XAN/USDT,2026-08-09 08:30,15m,3,0.016802,0.016917,-0.6844423282942537,-0.6844423282942537,0.6606356386144505,2.487799071539092,14.96
XAN/USDT,2026-08-09 08:30,30m,6,0.016802,0.017159,-2.12474705392215,-2.12474705392215,0.6606356386144505,2.5592191405785014,14.96
XAN/USDT,2026-08-09 08:30,1h,12,0.016802,0.017859,-6.29091774788715,-6.29091774788715,0.6606356386144505,6.594453041304593,14.96
XAN/USDT,2026-08-09 08:30,2h,24,0.016802,0.017988,-7.058683490060703,-7.058683490060703,0.6606356386144505,7.582430663016291,14.96
XAN/USDT,2026-08-09 08:30,4h,48,0.016802,0.020303,-20.836805142244973,-20.836805142244973,0.6606356386144505,23.991191524818472,14.96
XAN/USDT,2026-08-09 08:30,8h,96,0.016802,0.018344,-9.177478871562899,-9.177478871562899,1.61885489822641,23.991191524818472,14.96
XAN/USDT,2026-08-09 08:30,12h,144,0.016802,0.020544,-22.271158195452916,-22.271158195452916,1.61885489822641,23.991191524818472,14.96
XAN/USDT,2026-08-09 10:00,15m,3,0.017388,0.017777,-2.2371750632620224,-2.2489359254572787,0.38532321141017417,2.518978605935133,18.91
XAN/USDT,2026-08-09 10:00,30m,6,0.017388,0.017988,-3.4506556245686673,-3.4625560796042905,0.38532321141017417,3.956751782838726,18.91
XAN/USDT,2026-08-09 10:00,1h,12,0.017388,0.018288,-5.175983436852991,-5.188082365121362,0.38532321141017417,6.153669197147447,18.91
XAN/USDT,2026-08-09 10:00,2h,24,0.017388,0.019907,-14.487002530480794,-14.500172552628568,0.38532321141017417,14.94133885438233,18.91
XAN/USDT,2026-08-09 10:00,4h,48,0.017388,0.017119,1.5470439383482968,1.535718394110203,4.9344375431332015,19.81251437773177,18.91
XAN/USDT,2026-08-09 10:00,8h,96,0.017388,0.019436,-11.778237865194372,-11.79109628436673,4.9344375431332015,19.81251437773177,18.91
XAN/USDT,2026-08-09 10:00,12h,144,0.017388,0.020153,-15.901771336553946,-15.915104106752572,4.9344375431332015,19.81251437773177,18.91
XAN/USDT,2026-08-09 13:10,15m,3,0.017652,0.017154,2.8212100611828794,2.8212100611828794,5.098572399728084,0.7987763426240583,32.0
XAN/USDT,2026-08-09 13:10,30m,6,0.017652,0.01736,1.6542034896895568,1.6542034896895568,6.356220258327676,0.7987763426240583,32.0
XAN/USDT,2026-08-09 13:10,1h,12,0.017652,0.0172,2.5606163607523285,2.5606163607523285,6.356220258327676,0.7987763426240583,32.0
XAN/USDT,2026-08-09 13:10,2h,24,0.017652,0.017276,2.130070246997515,2.130070246997515,6.356220258327676,3.1044640833899835,32.0
XAN/USDT,2026-08-09 13:10,4h,48,0.017652,0.018525,-4.945615227736226,-4.945615227736226,6.356220258327676,8.469295263992747,32.0
XAN/USDT,2026-08-09 13:10,8h,96,0.017652,0.020371,-15.403353727622926,-15.403353727622926,6.356220258327676,17.233174711080895,32.0
XAN/USDT,2026-08-09 13:40,15m,3,0.01735,0.017424,-0.42651296829969837,-0.36866359447003505,2.172910662824221,1.0951008645533093,32.0
XAN/USDT,2026-08-09 13:40,30m,6,0.01735,0.0172,0.8645533141210422,0.9216589861751177,2.4610951008645547,1.0951008645533093,32.0
XAN/USDT,2026-08-09 13:40,1h,12,0.01735,0.017419,-0.397694524495675,-0.33986175115207384,2.4610951008645547,1.6484149855907668,32.0
XAN/USDT,2026-08-09 13:40,2h,24,0.01735,0.01708,1.556195965417864,1.6129032258064457,2.507204610951016,4.899135446685879,32.0
XAN/USDT,2026-08-09 13:40,4h,48,0.01735,0.019358,-11.573487031700285,-11.50921658986175,2.507204610951016,12.357348703170029,32.0
XAN/USDT,2026-08-09 13:40,8h,96,0.01735,0.019807,-14.161383285302598,-14.095622119815676,2.507204610951016,19.273775216138326,32.0
XAN/USDT,2026-08-09 19:30,15m,3,0.019223,0.019788,-2.9391874317224134,-2.944542711476436,0.7959215523071338,3.932788846694063,17.51
XAN/USDT,2026-08-09 19:30,30m,6,0.019223,0.02017,-4.926390261665713,-4.931848923108943,0.7959215523071338,5.25932476720594,17.51
XAN/USDT,2026-08-09 19:30,1h,12,0.019223,0.020544,-6.871976278416477,-6.87753615648736,0.7959215523071338,7.652291525776414,17.51
XAN/USDT,2026-08-09 19:30,2h,24,0.019223,0.019852,-3.2721219372626598,-3.2774945375091153,0.7959215523071338,7.652291525776414,17.51
XAN/USDT,2026-08-09 19:30,4h,48,0.019223,0.022264,-15.819591114810375,-15.825616481115388,0.7959215523071338,16.511470634136188,17.51
XAN/USDT,2026-08-09 21:00,15m,3,0.020368,0.019971,1.9491358994501253,1.929876252209787,2.1504320502749454,1.0506677140612672,16.88
XAN/USDT,2026-08-09 21:00,30m,6,0.020368,0.019852,2.5333857030636246,2.514240817128259,3.3287509819324503,1.0506677140612672,16.88
XAN/USDT,2026-08-09 21:00,1h,12,0.020368,0.020153,1.0555773762765117,1.0361422117462158,3.3287509819324503,1.2225058915946545,16.88
XAN/USDT,2026-08-09 21:00,2h,24,0.020368,0.020644,-1.3550667714061195,-1.3749754468670152,3.3287509819324503,2.0326001571091794,16.88
XMR/USDT,2026-08-09 16:30,15m,3,399.99,400.52,-0.13250331258280776,-0.13250331258280776,0.6250156253906347,0.260006500162495,8.5
XMR/USDT,2026-08-09 16:30,30m,6,399.99,399.58,0.10250256256407035,0.10250256256407035,0.6250156253906347,0.260006500162495,8.5
XMR/USDT,2026-08-09 16:30,1h,12,399.99,394.99,1.2500312507812694,1.2500312507812694,1.4600365009125307,0.260006500162495,8.5
XMR/USDT,2026-08-09 16:30,2h,24,399.99,392.68,1.8275456886422168,1.8275456886422168,2.3550588764719156,0.260006500162495,8.5
XMR/USDT,2026-08-09 16:30,4h,48,399.99,399.05,0.23500587514687807,0.23500587514687807,2.407560189004724,0.260006500162495,8.5
