day,symbol,time_utc,price,bias,line_val,sma14,close_break_pct,neck_chg_pct,span,sma25,sma99,dist_ma99_pct,sma200,dist_ma200_pct,sma200_slope_pct,sma200_15,dist_ma200_15m_pct,entry,reclaim_3,pnl_15m,pnl_30m,pnl_1h,pnl_2h,pnl_4h,pnl_8h,pnl_12h
2026-08-05,BTW/USDT,2026-08-05 22:45,0.15637,18.79,0.159127,0.159153,3.55,-0.29,22,0.158046,0.152459,2.57,0.145049,7.81,2.281,0.129795,20.47,0.15644,True,-4.551265660956287,-4.806954743032472,-4.43620557402199,-4.583226796215808,-1.7067246228586075,-11.985425722321667,-9.824852978777802
2026-08-06,BICO/USDT,2026-08-06 05:55,0.02989,20.03,0.03003,0.030049,0.9,-0.66,10,0.029989,0.028337,5.48,0.026803,11.52,2.984,0.022834,30.9,0.02989,True,-0.06691201070591898,-0.26764804282368754,5.4198728671796585,5.453328872532618,4.918032786885243,-20.709267313482773,-26.095684175309476
2026-08-06,BTW/USDT,2026-08-06 16:10,0.17981,8.98,0.180673,0.181048,2.63,-0.66,9,0.180712,0.173645,3.55,0.169791,5.9,1.439,0.149177,20.54,0.17985,True,-0.4225743675284864,-1.4122880177925976,1.006394217403395,-0.8340283569641375,-1.990547678621073,-6.777870447595206,-5.916041145398934
2026-08-06,RESOLV/USDT,2026-08-06 16:20,0.01988,15.18,0.020138,0.019999,1.58,-2.51,17,0.020267,0.019418,2.38,0.01852,7.35,1.954,0.017334,14.69,0.01988,False,0.8551307847082495,0.3018108651911346,-2.7665995975855227,-5.080482897384309,-3.018108651911486,-0.9557344064386454,4.476861167002005
2026-08-06,RESOLV/USDT,2026-08-06 19:40,0.02111,13.63,0.021379,0.021174,1.58,-0.05,15,0.021042,0.020159,4.72,0.019163,10.16,2.26,0.017662,19.53,0.0211,False,0.5687203791469291,1.5165876777251224,4.644549763033183,3.1279620853080607,4.218009478672995,11.848341232227497,11.04265402843603
2026-08-06,RESOLV/USDT,2026-08-06 20:10,0.02078,13.63,0.021375,0.021036,2.92,-0.05,15,0.021098,0.020223,2.75,0.019267,7.85,2.292,0.017713,17.31,0.02078,False,2.309913378248322,3.1761308950914384,2.4542829643888355,2.358036573628493,2.8392685274302223,9.528392685274298,9.287776708373443
2026-08-06,SKYAI/USDT,2026-08-06 12:40,0.08125,21.38,0.081945,0.081974,1.43,-1.96,16,0.082155,0.078272,3.81,0.072051,12.77,3.028,0.061108,32.96,0.08124,True,-2.8680452978828144,-0.12309207287049358,-0.5416051206302264,-1.674052191038897,-7.717872968980795,-27.708025603151142,-26.181683899556862
2026-08-06,ZBT/USDT,2026-08-06 20:30,0.17918,27.27,0.183067,0.184258,2.7,-1.86,15,0.183201,0.171596,4.42,0.154058,16.31,4.358,0.125735,42.51,0.1791,True,-1.9151312116136174,-0.27359017308765515,-0.8542713567839215,-2.5516471245114407,-5.667225013958678,22.652149637074274,26.365159128978227
2026-08-07,AXTI/USDT,2026-08-07 21:30,88.93,9.44,89.27,89.079286,0.69,-0.22,16,88.8344,86.592525,2.7,82.73355,7.49,1.838,75.6682,17.53,88.86,False,0.23632680621201188,0.0,-0.3263560657213665,-0.6639657888813902,-1.2266486608147686,-0.9115462525320756,-1.3279315777627805
2026-08-07,BICO/USDT,2026-08-07 12:15,0.04546,33.34,0.048484,0.049674,8.22,-8.32,13,0.05007,0.044374,2.45,0.041413,9.77,3.659,0.033278,36.61,0.04544,False,3.8512323943662006,0.68221830985915,-6.734154929577466,-8.516725352112672,-17.055457746478872,-24.053697183098596,-23.1294014084507
2026-08-07,BICO/USDT,2026-08-07 18:00,0.05331,32.17,0.053793,0.054682,1.92,-4.11,13,0.05472,0.050872,4.79,0.045622,16.85,4.509,0.036524,45.96,0.0533,True,0.33771106941838575,-1.7636022514071228,-0.7879924953095625,-2.0825515947467164,1.5196998123827359,-2.3264540337711033,-15.403377110694189
2026-08-07,GWEI/USDT,2026-08-07 04:35,0.02257,21.79,0.023273,0.022655,3.84,-1.64,25,0.022744,0.021876,3.17,0.020202,11.72,2.931,0.01838,22.8,0.02259,False,-1.6821602478973081,-4.913678618857902,-8.100929614873847,-10.801239486498456,-7.835325365205847,-5.356352368304572,-24.701195219123516
2026-08-07,RIVER/USDT,2026-08-07 00:00,3.227,15.41,3.254615,3.257286,3.12,-1.06,13,3.2466,3.040626,6.13,2.898955,11.32,2.437,2.655655,21.51,3.227,True,-2.4480942051441024,-3.439727300898674,-3.8425782460489653,-2.6960024790827455,6.569569259374024,1.5494267121165115,7.964053300278887
2026-08-08,CYS/USDT,2026-08-08 10:45,1.0832,24.49,1.1075,1.1412,6.91,-4.77,13,1.136284,1.033263,4.83,0.980208,10.51,3.539,0.858356,26.19,1.0832,False,11.050590841949772,17.106720827178723,22.128877400295412,22.368906942392908,24.51070901033973,12.343057607090097,13.035450516986707
2026-08-08,KOMA/USDT,2026-08-08 17:40,0.014448,6.57,0.01458,0.014575,2.0,-0.28,11,0.014518,0.01406,2.76,0.013851,4.31,1.004,0.013017,10.99,0.01445,False,1.5363321799307958,2.193771626297575,0.9826989619377147,0.7266435986159114,-0.38754325259515915,1.2318339100345976,0.7889273356401352
2026-08-08,MUBARAK/USDT,2026-08-08 17:05,0.01537,8.64,0.015516,0.015404,1.39,-0.19,14,0.015371,0.014789,3.93,0.014438,6.46,1.291,0.013538,13.53,0.01538,False,0.06501950585175288,1.6254876462938896,0.8452535760728211,0.9752925877763271,-0.06501950585175288,-0.5201560468140456,-9.557867360208068
2026-08-08,MUBARAK/USDT,2026-08-08 17:35,0.01513,8.64,0.015503,0.015311,3.31,-0.19,14,0.015358,0.014838,1.96,0.01447,4.56,1.171,0.01356,11.58,0.01511,False,-0.5956320317670404,-0.9265387160820615,-1.9854401058901385,-1.5221707478491018,-3.5076108537392523,-5.559232296492381,-22.63401720714759
2026-08-08,RECALL/USDT,2026-08-08 01:45,0.05052,14.19,0.050836,0.050639,1.25,-0.35,15,0.05051,0.048681,3.78,0.046356,8.98,2.103,0.043082,17.26,0.05056,True,-0.03955696202531485,1.0087025316455767,4.034810126582278,5.3401898734177236,9.770569620253164,11.115506329113924,12.321993670886075
2026-08-09,BEAT/USDT,2026-08-09 23:15,3.817,14.77,3.875556,3.855429,1.64,-0.05,9,3.80424,3.641273,4.83,3.44747,10.72,2.728,2.865865,33.19,3.817,True,-2.515064186533918,-2.148283992664392,16.05973277443018,17.788839402672263,26.43437254388264,34.162955200419184,34.424941053183126
2026-08-09,BROCCOLI714/USDT,2026-08-09 12:50,0.01888,16.35,0.019389,0.01937,3.19,-0.05,18,0.019284,0.018013,4.82,0.017636,7.05,1.857,0.016284,15.94,0.0189,False,-2.0634920634920713,-8.571428571428571,-5.873015873015873,-1.9576719576719512,-4.920634920634922,-7.142857142857145,-7.566137566137569
