symbol,time_utc,price,bias,line_val,sma14,close_break_pct,span,vol_ratio,sma25,sma99,dist_ma99_pct,sma200,dist_ma200_pct,entry,reclaim_3,pnl_15m,pnl_30m,pnl_1h,pnl_2h,pnl_4h,pnl_8h,pnl_12h
ACE/USDT,2026-08-11 01:35,0.12191,8.32,0.125434,0.124053,3.84,13,2.26,0.123665,0.119738,1.81,0.118379,2.98,0.12191,False,3.765072594536962,4.6263637109343,4.560741530637363,5.864982364039048,7.349684193257329,,
BICO/USDT,2026-08-11 05:00,0.04724,22.31,0.04938,0.049385,5.69,12,2.17,0.047111,0.043786,7.89,0.042897,10.12,0.04694,False,0.4473796335747802,0.46868342564977616,5.219429058372391,11.844908393694082,16.723476778866644,,
CYS/USDT,2026-08-11 01:20,1.2919,16.83,1.3678,1.313,6.47,14,2.7,1.293152,1.261266,2.43,1.190384,8.53,1.2956,False,1.4819388700216196,-0.7023772769373174,0.023155294844102267,-1.6748996603889958,-2.956159308428527,-6.151589996912618,
