Datetime,Close,High,Low,Open,Volume
2026-08-19 04:00:00-04:00,29608.5,29609.0,29593.0,29600.75,381
2026-08-19 04:01:00-04:00,29598.5,29611.0,29597.5,29610.0,225
2026-08-19 04:02:00-04:00,29611.25,29614.25,29598.0,29599.0,219
2026-08-19 04:03:00-04:00,29623.75,29624.5,29609.0,29612.5,260
2026-08-19 04:04:00-04:00,29632.5,29634.5,29620.5,29623.5,527
2026-08-19 04:05:00-04:00,29634.5,29635.75,29619.5,29632.0,533
2026-08-19 04:06:00-04:00,29626.75,29637.0,29621.75,29634.0,244
2026-08-19 04:07:00-04:00,29630.25,29635.25,29626.0,29627.25,260
2026-08-19 04:08:00-04:00,29634.0,29636.5,29626.5,29629.75,231
2026-08-19 04:09:00-04:00,29629.0,29637.0,29627.25,29635.25,182
2026-08-19 04:10:00-04:00,29635.75,29638.75,29626.5,29629.0,273
2026-08-19 04:11:00-04:00,29639.0,29640.75,29635.75,29636.5,174
2026-08-19 04:12:00-04:00,29629.25,29638.75,29629.0,29638.0,171
2026-08-19 04:13:00-04:00,29631.0,29637.0,29625.5,29628.25,108
2026-08-19 04:14:00-04:00,29624.75,29634.25,29620.75,29631.75,160
2026-08-19 04:15:00-04:00,29621.0,29626.75,29620.25,29625.25,196
2026-08-19 04:16:00-04:00,29613.5,29623.25,29607.5,29621.25,239
2026-08-19 04:17:00-04:00,29621.0,29623.25,29612.5,29613.75,200
2026-08-19 04:18:00-04:00,29623.0,29628.25,29619.75,29620.75,105
2026-08-19 04:19:00-04:00,29628.75,29633.75,29621.25,29623.25,151
2026-08-19 04:20:00-04:00,29632.25,29637.75,29627.5,29628.75,228
2026-08-19 04:21:00-04:00,29612.25,29634.0,29612.25,29633.25,505
2026-08-19 04:22:00-04:00,29633.25,29637.0,29611.25,29611.75,359
2026-08-19 04:23:00-04:00,29637.5,29639.0,29632.5,29632.75,177
2026-08-19 04:24:00-04:00,29626.0,29637.5,29625.25,29635.5,141
2026-08-19 04:25:00-04:00,29629.0,29629.5,29620.5,29626.5,176
2026-08-19 04:26:00-04:00,29619.75,29628.75,29618.75,29626.25,105
2026-08-19 04:27:00-04:00,29620.5,29623.75,29618.0,29618.25,136
2026-08-19 04:28:00-04:00,29614.75,29622.0,29613.0,29621.25,96
2026-08-19 04:29:00-04:00,29622.5,29622.5,29610.25,29615.0,111
2026-08-19 04:30:00-04:00,29622.0,29623.0,29611.75,29620.25,91
2026-08-19 04:31:00-04:00,29614.5,29621.0,29613.5,29620.5,124
2026-08-19 04:32:00-04:00,29600.75,29614.25,29600.25,29614.25,234
2026-08-19 04:33:00-04:00,29613.0,29614.5,29602.5,29602.5,144
2026-08-19 04:34:00-04:00,29608.5,29616.0,29606.5,29612.5,86
2026-08-19 04:35:00-04:00,29613.25,29616.75,29607.75,29608.0,109
2026-08-19 04:36:00-04:00,29613.75,29615.0,29609.0,29615.0,44
2026-08-19 04:37:00-04:00,29616.75,29618.5,29613.0,29613.0,68
2026-08-19 04:38:00-04:00,29617.0,29619.0,29615.5,29616.25,67
2026-08-19 04:39:00-04:00,29617.25,29619.75,29614.25,29617.0,61
2026-08-19 04:40:00-04:00,29629.5,29629.5,29617.25,29617.75,131
2026-08-19 04:41:00-04:00,29616.25,29632.0,29615.25,29630.25,175
2026-08-19 04:42:00-04:00,29616.0,29619.75,29613.5,29615.5,116
2026-08-19 04:43:00-04:00,29622.25,29622.25,29615.25,29616.25,65
2026-08-19 04:44:00-04:00,29626.25,29626.25,29621.75,29622.25,110
2026-08-19 04:45:00-04:00,29627.5,29628.0,29625.5,29626.5,78
2026-08-19 04:46:00-04:00,29626.5,29630.25,29626.5,29628.25,112
2026-08-19 04:47:00-04:00,29627.75,29629.0,29624.75,29627.0,72
2026-08-19 04:48:00-04:00,29626.75,29633.25,29624.75,29628.0,94
2026-08-19 04:49:00-04:00,29625.75,29629.0,29625.75,29627.25,28
2026-08-19 04:50:00-04:00,29629.25,29630.0,29623.0,29625.25,102
2026-08-19 04:51:00-04:00,29623.5,29629.0,29616.5,29627.5,182
2026-08-19 04:52:00-04:00,29617.0,29625.75,29615.25,29623.75,71
2026-08-19 04:53:00-04:00,29615.25,29617.25,29610.75,29617.25,100
2026-08-19 04:54:00-04:00,29617.25,29621.5,29613.75,29614.25,75
2026-08-19 04:55:00-04:00,29614.0,29618.5,29611.5,29617.75,112
2026-08-19 04:56:00-04:00,29613.5,29615.0,29608.0,29614.0,94
2026-08-19 04:57:00-04:00,29613.25,29618.5,29610.75,29612.75,113
2026-08-19 04:58:00-04:00,29608.25,29615.25,29607.25,29614.25,105
2026-08-19 04:59:00-04:00,29609.5,29609.5,29607.0,29608.5,44
2026-08-19 05:00:00-04:00,29607.0,29610.0,29605.5,29606.25,51
2026-08-19 05:01:00-04:00,29618.75,29624.25,29606.0,29607.75,137
2026-08-19 05:02:00-04:00,29611.0,29620.0,29605.0,29618.75,88
2026-08-19 05:03:00-04:00,29617.5,29617.5,29609.75,29610.5,79
2026-08-19 05:04:00-04:00,29625.5,29626.0,29616.5,29616.5,102
2026-08-19 05:05:00-04:00,29624.25,29630.0,29624.25,29625.0,119
2026-08-19 05:06:00-04:00,29601.0,29625.0,29599.0,29624.75,335
2026-08-19 05:07:00-04:00,29603.0,29605.0,29600.25,29600.25,92
2026-08-19 05:08:00-04:00,29601.25,29604.25,29599.75,29603.0,74
2026-08-19 05:09:00-04:00,29599.75,29603.0,29599.75,29601.0,71
2026-08-19 05:10:00-04:00,29597.5,29605.0,29597.0,29600.0,120
2026-08-19 05:11:00-04:00,29602.75,29602.75,29594.25,29597.5,123
2026-08-19 05:12:00-04:00,29599.75,29605.25,29598.0,29603.75,95
2026-08-19 05:13:00-04:00,29598.5,29603.25,29596.25,29600.0,152
2026-08-19 05:14:00-04:00,29593.5,29600.0,29592.75,29599.75,65
2026-08-19 05:15:00-04:00,29594.0,29596.25,29592.0,29594.5,80
2026-08-19 05:16:00-04:00,29593.5,29594.25,29587.5,29593.0,175
2026-08-19 05:17:00-04:00,29595.0,29597.5,29592.5,29592.5,45
2026-08-19 05:18:00-04:00,29595.0,29596.25,29592.0,29595.0,60
2026-08-19 05:19:00-04:00,29592.5,29598.25,29584.75,29594.75,326
2026-08-19 05:20:00-04:00,29588.25,29595.0,29586.0,29593.75,63
2026-08-19 05:21:00-04:00,29592.25,29592.25,29586.25,29588.75,61
2026-08-19 05:22:00-04:00,29587.5,29594.5,29585.75,29592.75,67
2026-08-19 05:23:00-04:00,29587.75,29589.75,29585.0,29588.0,65
2026-08-19 05:24:00-04:00,29584.5,29590.0,29584.0,29586.5,166
2026-08-19 05:25:00-04:00,29582.5,29586.75,29580.75,29584.0,83
2026-08-19 05:26:00-04:00,29569.25,29581.5,29567.25,29581.5,250
2026-08-19 05:27:00-04:00,29570.75,29571.0,29566.25,29568.75,139
2026-08-19 05:28:00-04:00,29570.25,29573.5,29568.0,29570.0,93
2026-08-19 05:29:00-04:00,29571.0,29574.0,29567.5,29571.75,85
2026-08-19 05:30:00-04:00,29586.75,29587.0,29570.5,29571.0,132
2026-08-19 05:31:00-04:00,29582.0,29586.75,29579.5,29586.75,111
2026-08-19 05:32:00-04:00,29571.25,29583.0,29565.0,29582.75,115
2026-08-19 05:33:00-04:00,29579.25,29580.0,29571.25,29571.25,49
2026-08-19 05:34:00-04:00,29578.0,29582.25,29577.75,29579.5,31
2026-08-19 05:35:00-04:00,29583.25,29583.75,29579.0,29581.75,47
2026-08-19 05:36:00-04:00,29576.0,29583.5,29570.0,29582.75,121
2026-08-19 05:37:00-04:00,29575.75,29577.25,29573.75,29575.25,46
2026-08-19 05:38:00-04:00,29574.75,29577.75,29573.5,29576.75,29
2026-08-19 05:39:00-04:00,29573.25,29576.25,29571.75,29574.0,66
2026-08-19 05:40:00-04:00,29568.25,29572.75,29567.25,29572.25,81
2026-08-19 05:41:00-04:00,29572.5,29574.5,29566.0,29566.75,91
2026-08-19 05:42:00-04:00,29561.0,29573.0,29559.5,29572.25,153
2026-08-19 05:43:00-04:00,29552.75,29560.5,29552.75,29560.5,119
2026-08-19 05:44:00-04:00,29552.0,29554.75,29549.5,29552.75,148
2026-08-19 05:45:00-04:00,29557.25,29557.5,29551.25,29552.5,74
2026-08-19 05:46:00-04:00,29552.5,29556.0,29548.25,29556.0,77
2026-08-19 05:47:00-04:00,29559.0,29563.0,29551.75,29552.75,106
2026-08-19 05:48:00-04:00,29554.25,29560.25,29552.75,29560.25,43
2026-08-19 05:49:00-04:00,29559.5,29561.25,29555.0,29555.0,46
2026-08-19 05:50:00-04:00,29549.0,29560.0,29547.75,29559.75,89
2026-08-19 05:51:00-04:00,29545.5,29553.25,29545.0,29550.0,100
2026-08-19 05:52:00-04:00,29546.5,29548.5,29545.0,29546.75,39
2026-08-19 05:53:00-04:00,29549.0,29550.75,29546.0,29546.25,108
2026-08-19 05:54:00-04:00,29553.0,29554.0,29544.75,29548.0,98
2026-08-19 05:55:00-04:00,29540.75,29556.75,29536.5,29553.25,134
2026-08-19 05:56:00-04:00,29543.25,29546.0,29539.25,29540.0,92
2026-08-19 05:57:00-04:00,29545.75,29548.0,29541.0,29542.75,57
2026-08-19 05:58:00-04:00,29551.75,29554.0,29546.25,29547.0,108
2026-08-19 05:59:00-04:00,29553.75,29556.25,29552.5,29552.5,85
2026-08-19 06:00:00-04:00,29546.5,29557.75,29546.5,29553.25,136
2026-08-19 06:01:00-04:00,29539.75,29546.5,29538.0,29546.5,146
2026-08-19 06:02:00-04:00,29535.5,29541.5,29533.0,29540.0,203
2026-08-19 06:03:00-04:00,29527.0,29535.0,29523.5,29533.75,274
2026-08-19 06:04:00-04:00,29522.25,29527.25,29522.25,29526.25,100
2026-08-19 06:05:00-04:00,29522.0,29525.0,29518.5,29522.0,157
2026-08-19 06:06:00-04:00,29528.75,29528.75,29521.0,29522.0,86
2026-08-19 06:07:00-04:00,29525.5,29530.5,29521.25,29529.0,170
2026-08-19 06:08:00-04:00,29518.5,29527.0,29514.0,29526.25,127
2026-08-19 06:09:00-04:00,29521.25,29529.5,29518.25,29519.0,146
2026-08-19 06:10:00-04:00,29535.5,29536.0,29510.75,29520.25,233
2026-08-19 06:11:00-04:00,29536.75,29537.0,29528.75,29535.25,110
2026-08-19 06:12:00-04:00,29536.25,29538.75,29533.75,29535.25,73
2026-08-19 06:13:00-04:00,29541.5,29543.5,29536.25,29539.75,120
2026-08-19 06:14:00-04:00,29540.5,29542.25,29536.5,29541.75,74
2026-08-19 06:15:00-04:00,29526.75,29539.5,29525.75,29536.5,143
2026-08-19 06:16:00-04:00,29525.0,29529.75,29523.0,29527.75,76
2026-08-19 06:17:00-04:00,29527.25,29531.0,29523.75,29525.0,60
2026-08-19 06:18:00-04:00,29533.0,29535.25,29525.5,29527.25,88
2026-08-19 06:19:00-04:00,29531.0,29540.0,29531.0,29534.0,56
2026-08-19 06:20:00-04:00,29523.75,29529.75,29522.0,29529.0,97
2026-08-19 06:21:00-04:00,29530.25,29531.25,29517.25,29522.5,137
2026-08-19 06:22:00-04:00,29527.5,29531.25,29525.75,29531.0,36
2026-08-19 06:23:00-04:00,29532.0,29534.75,29526.5,29527.0,55
2026-08-19 06:24:00-04:00,29522.5,29533.0,29521.5,29533.0,47
2026-08-19 06:25:00-04:00,29519.75,29524.25,29517.0,29522.0,138
2026-08-19 06:26:00-04:00,29516.75,29520.25,29516.5,29519.75,38
2026-08-19 06:27:00-04:00,29517.0,29519.75,29515.5,29516.25,65
2026-08-19 06:28:00-04:00,29537.75,29538.0,29512.25,29516.25,242
2026-08-19 06:29:00-04:00,29536.25,29541.25,29535.75,29537.25,75
2026-08-19 06:30:00-04:00,29538.75,29540.75,29534.5,29534.5,78
2026-08-19 06:31:00-04:00,29536.25,29537.5,29533.5,29537.5,49
2026-08-19 06:32:00-04:00,29532.0,29538.5,29528.5,29538.25,144
2026-08-19 06:33:00-04:00,29536.25,29538.25,29531.75,29532.0,41
2026-08-19 06:34:00-04:00,29537.75,29542.5,29532.25,29532.25,70
2026-08-19 06:35:00-04:00,29540.75,29541.5,29534.25,29538.25,54
2026-08-19 06:36:00-04:00,29548.5,29550.0,29539.75,29539.75,221
2026-08-19 06:37:00-04:00,29553.0,29553.0,29543.75,29548.0,333
2026-08-19 06:38:00-04:00,29554.75,29556.75,29550.5,29551.5,137
2026-08-19 06:39:00-04:00,29554.25,29557.75,29553.0,29554.75,91
2026-08-19 06:40:00-04:00,29554.75,29555.0,29550.75,29554.25,85
2026-08-19 06:41:00-04:00,29550.5,29555.5,29547.75,29554.5,39
2026-08-19 06:42:00-04:00,29556.0,29557.0,29550.0,29550.0,48
2026-08-19 06:43:00-04:00,29549.0,29557.0,29546.5,29556.0,59
2026-08-19 06:44:00-04:00,29554.25,29556.25,29550.0,29550.0,69
2026-08-19 06:45:00-04:00,29558.0,29558.75,29555.0,29555.25,50
2026-08-19 06:46:00-04:00,29551.25,29556.0,29547.5,29555.0,70
2026-08-19 06:47:00-04:00,29552.0,29554.5,29550.25,29551.0,28
2026-08-19 06:48:00-04:00,29550.75,29551.25,29548.25,29551.0,22
2026-08-19 06:49:00-04:00,29540.5,29550.5,29539.5,29549.0,78
2026-08-19 06:50:00-04:00,29541.0,29543.25,29537.5,29539.25,93
2026-08-19 06:51:00-04:00,29538.0,29542.25,29537.5,29541.0,47
2026-08-19 06:52:00-04:00,29534.0,29541.0,29533.0,29539.75,97
2026-08-19 06:53:00-04:00,29533.0,29534.75,29530.0,29532.25,42
2026-08-19 06:54:00-04:00,29531.5,29534.25,29531.5,29534.0,36
2026-08-19 06:55:00-04:00,29527.25,29532.5,29527.25,29531.5,51
2026-08-19 06:56:00-04:00,29526.5,29529.25,29523.75,29528.0,93
2026-08-19 06:57:00-04:00,29519.25,29525.5,29518.75,29525.25,170
2026-08-19 06:58:00-04:00,29522.25,29527.5,29518.25,29520.0,73
2026-08-19 06:59:00-04:00,29521.0,29522.75,29517.75,29522.5,107
2026-08-19 07:00:00-04:00,29535.25,29536.75,29509.5,29521.5,380
2026-08-19 07:01:00-04:00,29548.5,29550.25,29524.75,29535.25,383
2026-08-19 07:02:00-04:00,29550.75,29552.25,29545.75,29549.25,156
2026-08-19 07:03:00-04:00,29555.25,29556.25,29549.25,29551.25,110
2026-08-19 07:04:00-04:00,29561.25,29563.25,29551.5,29554.5,142
2026-08-19 07:05:00-04:00,29564.25,29567.25,29558.0,29560.25,156
2026-08-19 07:06:00-04:00,29558.75,29566.5,29558.0,29564.25,120
2026-08-19 07:07:00-04:00,29566.75,29568.25,29555.75,29559.25,107
2026-08-19 07:08:00-04:00,29574.75,29578.0,29567.5,29567.5,188
2026-08-19 07:09:00-04:00,29545.5,29573.25,29545.0,29573.25,228
2026-08-19 07:10:00-04:00,29551.75,29554.75,29544.0,29545.0,195
2026-08-19 07:11:00-04:00,29551.5,29553.0,29547.75,29550.5,82
2026-08-19 07:12:00-04:00,29544.5,29553.75,29544.5,29553.0,90
2026-08-19 07:13:00-04:00,29545.75,29555.0,29541.25,29545.0,128
2026-08-19 07:14:00-04:00,29545.75,29553.25,29544.5,29545.0,71
2026-08-19 07:15:00-04:00,29538.25,29549.0,29538.0,29549.0,109
2026-08-19 07:16:00-04:00,29537.0,29541.0,29535.0,29538.0,69
2026-08-19 07:17:00-04:00,29539.0,29543.25,29536.5,29538.0,79
2026-08-19 07:18:00-04:00,29546.0,29547.75,29538.0,29538.0,56
2026-08-19 07:19:00-04:00,29547.5,29551.75,29541.0,29546.25,88
2026-08-19 07:20:00-04:00,29540.25,29549.5,29539.5,29547.75,64
2026-08-19 07:21:00-04:00,29540.0,29540.5,29531.25,29539.25,85
2026-08-19 07:22:00-04:00,29550.5,29558.75,29539.75,29539.75,145
2026-08-19 07:23:00-04:00,29550.0,29554.75,29543.75,29551.5,172
2026-08-19 07:24:00-04:00,29553.5,29559.5,29548.25,29550.25,101
2026-08-19 07:25:00-04:00,29554.25,29557.5,29553.0,29553.25,74
2026-08-19 07:26:00-04:00,29554.25,29556.5,29550.0,29555.25,49
2026-08-19 07:27:00-04:00,29558.0,29560.25,29552.25,29555.0,147
2026-08-19 07:28:00-04:00,29540.5,29557.75,29533.5,29557.0,145
2026-08-19 07:29:00-04:00,29538.5,29541.25,29538.0,29541.0,52
2026-08-19 07:30:00-04:00,29537.5,29540.25,29535.25,29535.75,75
2026-08-19 07:31:00-04:00,29535.25,29539.75,29534.0,29537.0,96
2026-08-19 07:32:00-04:00,29533.25,29535.25,29531.0,29535.0,61
2026-08-19 07:33:00-04:00,29537.75,29537.75,29528.0,29533.25,87
2026-08-19 07:34:00-04:00,29519.75,29538.5,29513.0,29537.75,215
2026-08-19 07:35:00-04:00,29522.5,29527.25,29516.25,29518.0,134
2026-08-19 07:36:00-04:00,29526.25,29527.0,29520.5,29522.75,99
2026-08-19 07:37:00-04:00,29527.25,29530.0,29525.25,29526.5,73
2026-08-19 07:38:00-04:00,29526.0,29527.25,29524.5,29526.25,28
2026-08-19 07:39:00-04:00,29524.25,29529.0,29524.0,29527.75,46
2026-08-19 07:40:00-04:00,29525.75,29527.5,29521.0,29525.25,54
2026-08-19 07:41:00-04:00,29519.25,29526.5,29516.0,29525.75,100
2026-08-19 07:42:00-04:00,29512.0,29521.0,29510.75,29520.75,116
2026-08-19 07:43:00-04:00,29511.75,29513.0,29508.0,29512.5,135
2026-08-19 07:44:00-04:00,29515.0,29524.0,29512.75,29513.0,122
2026-08-19 07:45:00-04:00,29521.5,29524.0,29513.75,29513.75,86
2026-08-19 07:46:00-04:00,29523.0,29523.5,29518.5,29521.25,52
2026-08-19 07:47:00-04:00,29525.75,29527.0,29517.5,29522.5,101
2026-08-19 07:48:00-04:00,29515.5,29527.0,29506.75,29525.25,172
2026-08-19 07:49:00-04:00,29516.0,29516.0,29510.5,29515.0,59
2026-08-19 07:50:00-04:00,29516.5,29518.0,29510.75,29516.0,70
2026-08-19 07:51:00-04:00,29516.5,29517.75,29511.0,29516.0,100
2026-08-19 07:52:00-04:00,29514.5,29519.0,29512.0,29514.25,61
2026-08-19 07:53:00-04:00,29522.0,29524.75,29510.25,29513.5,136
2026-08-19 07:54:00-04:00,29518.75,29525.25,29518.5,29522.75,88
2026-08-19 07:55:00-04:00,29521.25,29522.75,29517.5,29521.75,70
2026-08-19 07:56:00-04:00,29527.0,29531.5,29521.75,29521.75,102
2026-08-19 07:57:00-04:00,29528.0,29531.0,29527.75,29528.0,116
2026-08-19 07:58:00-04:00,29536.75,29536.75,29527.5,29527.5,84
2026-08-19 07:59:00-04:00,29536.0,29537.5,29534.25,29536.5,98
2026-08-19 08:00:00-04:00,29517.0,29535.25,29511.5,29535.25,214
2026-08-19 08:01:00-04:00,29543.5,29547.75,29516.75,29516.75,270
2026-08-19 08:02:00-04:00,29549.25,29551.0,29543.0,29543.5,164
2026-08-19 08:03:00-04:00,29541.75,29549.25,29539.25,29548.0,137
2026-08-19 08:04:00-04:00,29525.5,29542.75,29524.0,29540.75,130
2026-08-19 08:05:00-04:00,29530.0,29530.25,29522.0,29526.0,109
2026-08-19 08:06:00-04:00,29542.5,29542.5,29525.75,29530.25,158
2026-08-19 08:07:00-04:00,29555.25,29558.5,29541.75,29541.75,276
2026-08-19 08:08:00-04:00,29551.25,29555.25,29549.5,29554.25,146
2026-08-19 08:09:00-04:00,29546.5,29552.75,29541.75,29551.25,116
2026-08-19 08:10:00-04:00,29549.75,29550.0,29539.75,29545.75,298
2026-08-19 08:11:00-04:00,29542.75,29554.25,29541.25,29549.25,256
2026-08-19 08:12:00-04:00,29548.0,29550.5,29533.5,29542.25,232
2026-08-19 08:13:00-04:00,29545.0,29549.0,29542.75,29548.5,135
2026-08-19 08:14:00-04:00,29553.0,29555.75,29542.25,29543.25,178
2026-08-19 08:15:00-04:00,29557.5,29558.75,29550.75,29553.0,158
2026-08-19 08:16:00-04:00,29558.75,29561.25,29549.75,29558.5,230
2026-08-19 08:17:00-04:00,29559.25,29560.25,29557.5,29558.25,75
2026-08-19 08:18:00-04:00,29559.75,29561.25,29555.0,29556.0,140
2026-08-19 08:19:00-04:00,29570.25,29573.75,29560.0,29560.25,348
2026-08-19 08:20:00-04:00,29565.25,29572.0,29564.75,29570.0,258
2026-08-19 08:21:00-04:00,29563.75,29569.0,29561.25,29566.5,302
2026-08-19 08:22:00-04:00,29561.75,29564.25,29560.0,29563.75,139
2026-08-19 08:23:00-04:00,29561.75,29566.5,29557.75,29562.0,167
2026-08-19 08:24:00-04:00,29565.5,29566.25,29560.5,29561.25,77
2026-08-19 08:25:00-04:00,29555.5,29575.5,29551.5,29566.0,709
2026-08-19 08:26:00-04:00,29573.5,29575.75,29555.75,29560.0,368
2026-08-19 08:27:00-04:00,29579.25,29581.0,29571.25,29572.75,224
